,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
36,2022-02-12,15:00,Championship,Matchweek 32,Sat,Away,W,1,0,P'borough Utd,0.7,1.7,57.0,9072.0,Alan Browne,3-4-1-2,Tim Robinson,Match Report,,7,2,14.1,0.0,0,0,2021,Preston North End
37,2022-02-19,15:00,Championship,Matchweek 33,Sat,Home,L,2,3,Reading,1.9,2.1,59.0,12817.0,Alan Browne,3-4-1-2,John Busby,Match Report,,18,2,15.9,0.0,0,0,2021,Preston North End
38,2022-02-22,19:45,Championship,Matchweek 34,Tue,Home,D,0,0,Nott'ham Forest,1.5,0.6,52.0,12598.0,Alan Browne,3-4-1-2,Geoff Eltringham,Match Report,,15,4,17.8,1.0,0,0,2021,Preston North End
39,2022-02-26,15:00,Championship,Matchweek 35,Sat,Away,D,1,1,Coventry City,2.1,0.7,48.0,19743.0,Alan Browne,3-4-1-2,Keith Stroud,Match Report,,13,5,19.2,0.0,1,1,2021,Preston North End
40,2022-03-05,15:00,Championship,Matchweek 36,Sat,Home,W,2,1,Bournemouth,0.7,1.2,40.0,12173.0,Alan Browne,3-4-1-2,Matt Donohue,Match Report,,13,5,19.6,0.0,0,0,2021,Preston North End
41,2022-03-12,15:00,Championship,Matchweek 37,Sat,Away,D,0,0,Cardiff City,1.1,0.5,57.0,19743.0,Alan Browne,3-5-2,James Linington,Match Report,,9,3,17.9,1.0,0,0,2021,Preston North End
42,2022-03-16,19:45,Championship,Matchweek 38,Wed,Away,L,0,4,Luton Town,0.8,1.7,60.0,9408.0,Alan Browne,3-5-2,Steve Martin,Match Report,,10,2,18.2,0.0,0,0,2021,Preston North End
43,2022-04-02,15:00,Championship,Matchweek 40,Sat,Away,L,0,1,Derby County,0.6,1.8,47.0,23600.0,Alan Browne,3-4-3,Geoff Eltringham,Match Report,,12,1,17.0,0.0,0,0,2021,Preston North End
44,2022-04-05,19:45,Championship,Matchweek 39,Tue,Home,W,1,0,Blackpool,1.1,0.9,46.0,18740.0,Alan Browne,3-1-4-2,David Webb,Match Report,,12,2,15.4,0.0,0,0,2021,Preston North End
45,2022-04-09,15:00,Championship,Matchweek 41,Sat,Home,W,2,1,QPR,3.1,2.4,48.0,10873.0,Alan Browne,3-1-4-2,Tony Harrington,Match Report,,21,6,14.0,0.0,0,0,2021,Preston North End
46,2022-04-15,15:00,Championship,Matchweek 42,Fri,Home,D,1,1,Millwall,1.5,1.5,54.0,11979.0,Alan Browne,3-1-4-2,Thomas Bramall,Match Report,,17,5,19.2,0.0,0,0,2021,Preston North End
47,2022-04-19,19:45,Championship,Matchweek 43,Tue,Away,L,0,3,Fulham,0.8,1.8,39.0,11760.0,Daniel Johnson,3-1-4-2,Leigh Doughty,Match Report,,8,2,15.8,1.0,0,0,2021,Preston North End
48,2022-04-25,19:30,Championship,Matchweek 44,Mon,Home,L,1,4,Blackburn,0.9,1.6,54.0,15229.0,Alan Browne,3-1-4-2,Jeremy Simpson,Match Report,,11,3,19.5,1.0,0,0,2021,Preston North End
49,2022-04-30,12:30,Championship,Matchweek 45,Sat,Away,W,3,1,Barnsley,2.3,1.4,69.0,3090.0,Alan Browne,3-1-4-2,David Webb,Match Report,,19,8,16.6,0.0,0,0,2021,Preston North End
50,2022-05-07,12:30,Championship,Matchweek 46,Sat,Home,W,4,1,Middlesbrough,2.4,1.3,50.0,17691.0,Alan Browne,3-1-4-2,Tim Robinson,Match Report,,14,9,15.4,1.0,1,1,2021,Preston North End
0,2021-08-07,15:00,Championship,Matchweek 1,Sat,Home,W,3,2,Reading,2.0,1.0,46.0,9068.0,Joe Allen,5-3-2,Matt Donohue,Match Report,,18,6,14.2,0.0,0,0,2021,Stoke City
2,2021-08-14,15:00,Championship,Matchweek 2,Sat,Away,D,0,0,Birmingham City,0.5,0.7,55.0,10189.0,Joe Allen,5-3-2,Gavin Ward,Match Report,,8,2,17.7,0.0,0,0,2021,Stoke City
3,2021-08-17,19:45,Championship,Matchweek 3,Tue,Away,W,3,1,Swansea City,1.7,0.6,36.0,15927.0,Joe Allen,3-5-2,Joshua Smith,Match Report,,12,5,10.8,0.0,0,0,2021,Stoke City
4,2021-08-21,15:00,Championship,Matchweek 4,Sat,Home,W,1,0,Nott'ham Forest,1.0,0.1,58.0,21346.0,Joe Allen,3-5-2,Oliver Langford,Match Report,,11,5,16.6,0.0,0,0,2021,Stoke City
6,2021-08-28,15:00,Championship,Matchweek 5,Sat,Away,L,0,3,Fulham,1.0,4.7,50.0,16791.0,Joe Allen,3-5-2,Jarred Gillett,Match Report,,11,3,14.9,0.0,0,0,2021,Stoke City
7,2021-09-11,15:00,Championship,Matchweek 6,Sat,Home,W,2,1,Huddersfield,0.8,1.3,55.0,20447.0,Harry Souttar,3-5-2,Joshua Smith,Match Report,,6,2,11.5,0.0,0,0,2021,Stoke City
8,2021-09-15,19:45,Championship,Matchweek 7,Wed,Home,D,1,1,Barnsley,2.4,0.8,59.0,17832.0,Joe Allen,3-5-2,Leigh Doughty,Match Report,,11,6,11.8,0.0,0,1,2021,Stoke City
9,2021-09-18,15:00,Championship,Matchweek 8,Sat,Away,L,1,2,Derby County,1.2,2.1,67.0,20545.0,Harry Souttar,3-5-2,Jeremy Simpson,Match Report,,13,5,19.9,0.0,0,0,2021,Stoke City
11,2021-09-25,15:00,Championship,Matchweek 9,Sat,Home,W,2,0,Hull City,1.0,1.0,50.0,20124.0,Harry Souttar,3-5-2,Thomas Bramall,Match Report,,10,5,20.0,2.0,0,0,2021,Stoke City
12,2021-09-28,19:45,Championship,Matchweek 10,Tue,Away,D,1,1,Preston,2.1,0.5,59.0,10930.0,Harry Souttar,3-4-3,John Brooks,Match Report,,21,5,18.0,0.0,0,0,2021,Stoke City
13,2021-10-01,19:45,Championship,Matchweek 11,Fri,Home,W,1,0,West Brom,2.2,1.1,55.0,22703.0,Joe Allen,3-4-3,Tim Robinson,Match Report,,10,4,20.2,2.0,0,1,2021,Stoke City
14,2021-10-16,15:00,Championship,Matchweek 12,Sat,Away,L,1,2,Sheffield Utd,1.1,2.4,47.0,28576.0,Joe Allen,3-4-3,Keith Stroud,Match Report,,12,3,16.6,0.0,0,0,2021,Stoke City
15,2021-10-19,19:45,Championship,Matchweek 13,Tue,Home,L,0,1,Bournemouth,1.7,1.2,48.0,18427.0,Joe Allen,3-5-2,Dean Whitestone,Match Report,,13,2,14.5,1.0,0,0,2021,Stoke City
16,2021-10-23,15:00,Championship,Matchweek 14,Sat,Away,L,1,2,Millwall,1.6,2.0,57.0,12896.0,Joe Allen,3-5-2,Andrew Davies,Match Report,,14,3,15.7,0.0,0,0,2021,Stoke City
18,2021-10-30,15:00,Championship,Matchweek 15,Sat,Home,D,3,3,Cardiff City,0.9,1.2,59.0,21413.0,Joe Allen,3-5-2,John Brooks,Match Report,,11,4,19.9,1.0,0,0,2021,Stoke City
19,2021-11-03,19:45,Championship,Matchweek 16,Wed,Away,W,1,0,Blackpool,1.7,0.8,48.0,12297.0,Joe Allen,3-5-2,John Busby,Match Report,,11,4,19.6,0.0,0,0,2021,Stoke City
20,2021-11-06,15:00,Championship,Matchweek 17,Sat,Away,W,1,0,Luton Town,0.7,1.2,45.0,10068.0,Joe Allen,3-5-2,Jonathan Moss,Match Report,,5,1,12.1,0.0,0,0,2021,Stoke City
21,2021-11-20,15:00,Championship,Matchweek 18,Sat,Home,W,2,0,P'borough Utd,0.7,0.7,38.0,21285.0,Joe Allen,3-5-2,Geoff Eltringham,Match Report,,7,3,22.7,0.0,0,0,2021,Stoke City
22,2021-11-24,19:45,Championship,Matchweek 19,Wed,Away,L,0,1,Bristol City,1.5,0.7,64.0,16949.0,Joe Allen,3-5-2,Oliver Langford,Match Report,,13,4,17.4,1.0,0,0,2021,Stoke City
23,2021-11-27,15:00,Championship,Matchweek 20,Sat,Home,L,0,1,Blackburn,0.3,0.8,58.0,21739.0,James Chester,3-4-1-2,Tim Robinson,Match Report,,7,4,23.9,0.0,0,0,2021,Stoke City
24,2021-12-05,14:30,Championship,Matchweek 21,Sun,Away,W,2,0,QPR,2.2,3.0,35.0,13968.0,Joe Allen,5-3-2,Tony Harrington,Match Report,,17,5,18.7,0.0,0,0,2021,Stoke City
25,2021-12-11,15:00,Championship,Matchweek 22,Sat,Home,D,0,0,Middlesbrough,0.4,0.4,41.0,21140.0,Joe Allen,3-5-2,Michael Salisbury,Match Report,,9,1,17.5,0.0,0,0,2021,Stoke City
26,2021-12-30,19:45,Championship,Matchweek 25,Thu,Home,L,1,2,Derby County,0.4,1.1,56.0,22235.0,Joe Allen,3-5-2,Matt Donohue,Match Report,,7,1,19.7,0.0,0,0,2021,Stoke City
27,2022-01-03,15:00,Championship,Matchweek 26,Mon,Home,L,1,2,Preston,1.3,0.7,46.0,20002.0,Joe Allen,3-5-2,Jeremy Simpson,Match Report,,14,2,16.7,0.0,0,0,2021,Stoke City
29,2022-01-16,12:00,Championship,Matchweek 27,Sun,Away,W,2,0,Hull City,2.3,0.4,45.0,11067.0,Joe Allen,3-5-2,Joshua Smith,Match Report,,22,9,16.0,0.0,0,0,2021,Stoke City
30,2022-01-22,15:00,Championship,Matchweek 28,Sat,Home,L,2,3,Fulham,0.6,1.4,49.0,21749.0,Joe Allen,3-5-2,Dean Whitestone,Match Report,,6,3,18.1,0.0,0,0,2021,Stoke City
31,2022-01-25,19:45,Championship,Matchweek 23,Tue,Away,L,0,1,Coventry City,0.3,1.7,55.0,16860.0,James Chester,3-5-2,John Brooks,Match Report,,7,0,23.4,0.0,0,0,2021,Stoke City
32,2022-01-28,19:45,Championship,Matchweek 29,Fri,Away,D,1,1,Huddersfield,1.0,1.3,57.0,16342.0,Lewis Baker,4-2-3-1,Gavin Ward,Match Report,,16,8,19.3,0.0,0,0,2021,Stoke City
34,2022-02-08,19:45,Championship,Matchweek 31,Tue,Home,W,3,0,Swansea City,2.7,0.3,60.0,17720.0,Joe Allen,4-3-3,Jeremy Simpson,Match Report,,21,6,15.5,1.0,1,1,2021,Stoke City
35,2022-02-12,15:00,Championship,Matchweek 32,Sat,Away,D,2,2,Nott'ham Forest,2.8,1.6,62.0,28990.0,Joe Allen,4-3-3,Leigh Doughty,Match Report,,19,6,20.0,2.0,1,1,2021,Stoke City
36,2022-02-19,15:00,Championship,Matchweek 33,Sat,Home,D,2,2,Birmingham City,1.0,0.9,71.0,23502.0,Joe Allen,4-3-3,Andrew Davies,Match Report,,10,3,23.2,0.0,0,0,2021,Stoke City
37,2022-02-23,19:45,Championship,Matchweek 34,Wed,Home,L,1,2,Luton Town,0.3,1.6,59.0,18270.0,Joe Allen,4-3-3,John Busby,Match Report,,5,2,20.7,0.0,0,0,2021,Stoke City
38,2022-02-26,15:00,Championship,Matchweek 35,Sat,Away,L,1,2,Bournemouth,0.7,2.7,33.0,9613.0,Joe Allen,3-5-2,Tim Robinson,Match Report,,8,3,16.0,0.0,0,0,2021,Stoke City
40,2022-03-05,15:00,Championship,Matchweek 36,Sat,Home,L,0,1,Blackpool,1.1,1.3,54.0,26384.0,Lewis Baker,3-5-2,Tony Harrington,Match Report,,10,2,21.2,0.0,0,0,2021,Stoke City
41,2022-03-08,19:45,Championship,Matchweek 24,Tue,Away,D,1,1,Barnsley,0.9,0.4,58.0,12512.0,Joe Allen,3-5-2,Leigh Doughty,Match Report,,12,2,18.2,0.0,0,0,2021,Stoke City
42,2022-03-12,15:00,Championship,Matchweek 37,Sat,Away,D,2,2,P'borough Utd,2.2,1.2,60.0,9060.0,Joe Allen,3-5-2,Dean Whitestone,Match Report,,13,1,16.7,0.0,1,1,2021,Stoke City
43,2022-03-16,19:45,Championship,Matchweek 38,Wed,Away,L,1,2,Cardiff City,0.8,1.8,59.0,17184.0,Joe Allen,4-3-3,Andy Woolmer,Match Report,,7,4,17.9,0.0,0,0,2021,Stoke City
44,2022-03-19,15:00,Championship,Matchweek 39,Sat,Home,W,2,0,Millwall,1.4,1.3,47.0,20526.0,Joe Allen,4-3-3,John Brooks,Match Report,,15,2,17.2,0.0,0,0,2021,Stoke City
45,2022-04-02,15:00,Championship,Matchweek 40,Sat,Home,W,1,0,Sheffield Utd,0.8,0.9,43.0,22631.0,Joe Allen,4-2-3-1,David Webb,Match Report,,9,1,17.9,0.0,0,0,2021,Stoke City
46,2022-04-05,20:00,Championship,Matchweek 30,Tue,Away,L,1,2,Reading,1.0,1.7,59.0,9928.0,Joe Allen,4-2-3-1,Dean Whitestone,Match Report,,12,3,20.5,0.0,0,0,2021,Stoke City
47,2022-04-09,15:00,Championship,Matchweek 41,Sat,Away,W,3,1,West Brom,1.5,1.6,42.0,22761.0,Joe Allen,3-5-2,Andrew Davies,Match Report,,13,4,17.4,0.0,0,0,2021,Stoke City
48,2022-04-15,15:00,Championship,Matchweek 42,Fri,Home,L,0,1,Bristol City,1.4,0.8,55.0,20298.0,Joe Allen,3-5-2,Matt Donohue,Match Report,,12,3,16.3,1.0,0,0,2021,Stoke City
49,2022-04-18,15:00,Championship,Matchweek 43,Mon,Away,W,1,0,Blackburn,1.1,1.0,52.0,30428.0,Joe Allen,3-1-4-2,Geoff Eltringham,Match Report,,7,2,15.3,0.0,0,0,2021,Stoke City
50,2022-04-23,15:00,Championship,Matchweek 44,Sat,Home,W,1,0,QPR,1.5,0.6,45.0,19251.0,Joe Allen,3-1-4-2,Andy Woolmer,Match Report,,15,6,14.4,0.0,0,0,2021,Stoke City
51,2022-04-30,15:00,Championship,Matchweek 45,Sat,Away,L,1,3,Middlesbrough,0.9,1.3,58.0,24942.0,Joe Allen,3-1-4-2,Jeremy Simpson,Match Report,,10,3,17.3,1.0,0,0,2021,Stoke City
52,2022-05-07,12:30,Championship,Matchweek 46,Sat,Home,D,1,1,Coventry City,0.7,1.9,43.0,23086.0,Joe Allen,3-1-4-2,Gavin Ward,Match Report,,9,2,20.1,0.0,0,0,2021,Stoke City
0,2021-08-07,15:00,Championship,Matchweek 1,Sat,Away,L,1,2,Blackburn,1.2,3.5,72.0,10260.0,Matt Grimes,3-4-1-2,David Webb,Match Report,,7,4,17.3,1.0,0,0,2021,Swansea City
2,2021-08-14,20:00,Championship,Matchweek 2,Sat,Home,D,0,0,Sheffield Utd,0.4,0.8,62.0,15946.0,Matt Grimes,3-4-3,Keith Stroud,Match Report,,8,1,24.6,0.0,0,0,2021,Swansea City
3,2021-08-17,19:45,Championship,Matchweek 3,Tue,Home,L,1,3,Stoke City,0.6,1.7,64.0,15927.0,Matt Grimes,3-4-3,Joshua Smith,Match Report,,9,3,17.2,0.0,0,0,2021,Swansea City
4,2021-08-20,19:45,Championship,Matchweek 4,Fri,Away,W,1,0,Bristol City,0.8,1.8,53.0,20139.0,Matt Grimes,3-4-3,Geoff Eltringham,Match Report,,8,4,19.9,1.0,0,0,2021,Swansea City
6,2021-08-28,15:00,Championship,Matchweek 5,Sat,Away,L,1,3,Preston,0.7,0.9,59.0,10180.0,Matt Grimes,3-4-3,Thomas Bramall,Match Report,,5,2,14.9,0.0,0,0,2021,Swansea City
7,2021-09-11,15:00,Championship,Matchweek 6,Sat,Home,D,0,0,Hull City,1.0,0.1,68.0,16317.0,Matt Grimes,3-4-3,Keith Stroud,Match Report,,16,4,22.9,1.0,0,0,2021,Swansea City
8,2021-09-15,19:45,Championship,Matchweek 7,Wed,Home,D,0,0,Millwall,1.3,1.0,63.0,16007.0,Matt Grimes,3-4-3,John Busby,Match Report,,12,4,17.9,2.0,0,0,2021,Swansea City
9,2021-09-18,15:00,Championship,Matchweek 8,Sat,Away,D,3,3,Luton Town,1.3,3.4,72.0,9721.0,Matt Grimes,3-4-3,Tony Harrington,Match Report,,15,3,20.0,1.0,0,0,2021,Swansea City
11,2021-09-25,15:00,Championship,Matchweek 9,Sat,Home,W,1,0,Huddersfield,1.0,0.3,53.0,17091.0,Matt Grimes,3-4-3,Gavin Ward,Match Report,,7,6,16.5,0.0,0,0,2021,Swansea City
12,2021-09-29,19:45,Championship,Matchweek 10,Wed,Away,L,1,3,Fulham,1.1,1.2,62.0,16113.0,Matt Grimes,3-4-3,Joshua Smith,Match Report,,7,1,17.8,0.0,0,0,2021,Swansea City
13,2021-10-02,15:00,Championship,Matchweek 11,Sat,Away,D,0,0,Derby County,1.1,0.5,75.0,21640.0,Matt Grimes,3-4-3,Andy Madley,Match Report,,15,2,16.6,0.0,0,0,2021,Swansea City
14,2021-10-17,12:00,Championship,Matchweek 12,Sun,Home,W,3,0,Cardiff City,2.5,1.2,73.0,19288.0,Matt Grimes,3-4-3,James Linington,Match Report,,12,7,14.9,0.0,0,0,2021,Swansea City
15,2021-10-20,19:45,Championship,Matchweek 13,Wed,Home,W,2,1,West Brom,1.3,1.1,67.0,16694.0,Matt Grimes,3-4-3,Simon Hooper,Match Report,,9,3,19.0,1.0,0,0,2021,Swansea City
16,2021-10-23,15:00,Championship,Matchweek 14,Sat,Away,L,1,2,Birmingham City,1.6,1.8,71.0,16132.0,Matt Grimes,3-4-3,Oliver Langford,Match Report,,7,1,15.9,0.0,0,0,2021,Swansea City
17,2021-10-30,15:00,Championship,Matchweek 15,Sat,Home,W,3,0,P'borough Utd,2.5,0.3,67.0,16639.0,Matt Grimes,3-4-3,Matt Donohue,Match Report,,13,5,19.7,1.0,0,0,2021,Swansea City
18,2021-11-02,19:45,Championship,Matchweek 16,Tue,Away,W,2,1,Coventry City,1.1,0.6,54.0,16514.0,Matt Grimes,3-4-3,Andrew Davies,Match Report,,9,4,17.2,1.0,0,0,2021,Swansea City
19,2021-11-06,15:00,Championship,Matchweek 17,Sat,Away,L,0,4,Bournemouth,0.2,3.2,60.0,9725.0,Matt Grimes,3-4-3,Tony Harrington,Match Report,,7,4,24.5,1.0,0,0,2021,Swansea City
20,2021-11-20,15:00,Championship,Matchweek 18,Sat,Home,D,1,1,Blackpool,0.3,0.5,59.0,16886.0,Matt Grimes,3-4-3,Keith Stroud,Match Report,,5,2,24.1,0.0,0,0,2021,Swansea City
21,2021-11-24,19:45,Championship,Matchweek 19,Wed,Away,W,2,0,Barnsley,1.1,0.2,79.0,11342.0,Matt Grimes,3-4-3,David Webb,Match Report,,6,3,11.6,0.0,0,0,2021,Swansea City
22,2021-11-27,15:00,Championship,Matchweek 20,Sat,Home,L,2,3,Reading,1.6,1.2,73.0,16980.0,Matt Grimes,3-4-3,Tony Harrington,Match Report,,19,10,21.0,1.0,0,0,2021,Swansea City
23,2021-12-04,15:00,Championship,Matchweek 21,Sat,Away,L,0,1,Middlesbrough,1.4,1.6,67.0,18707.0,Matt Grimes,3-4-3,Andrew Davies,Match Report,,15,4,18.7,1.0,0,0,2021,Swansea City
24,2021-12-11,15:00,Championship,Matchweek 22,Sat,Home,L,1,4,Nott'ham Forest,1.1,1.6,74.0,17659.0,Matt Grimes,3-4-3,Matt Donohue,Match Report,,12,4,20.6,1.0,0,0,2021,Swansea City
26,2022-01-15,15:00,Championship,Matchweek 27,Sat,Away,D,1,1,Huddersfield,1.1,2.1,69.0,20535.0,Matt Grimes,3-4-3,David Webb,Match Report,,18,11,18.2,0.0,0,0,2021,Swansea City
27,2022-01-22,15:00,Championship,Matchweek 28,Sat,Home,W,1,0,Preston,0.6,1.0,56.0,16842.0,Matt Grimes,3-4-3,Joshua Smith,Match Report,,10,4,22.3,0.0,0,0,2021,Swansea City
28,2022-01-25,19:45,Championship,Matchweek 23,Tue,Away,D,0,0,QPR,0.9,0.5,57.0,12770.0,Matt Grimes,3-4-3,Andrew Davies,Match Report,,12,5,17.8,0.0,0,0,2021,Swansea City
29,2022-01-29,15:00,Championship,Matchweek 29,Sat,Away,L,0,2,Hull City,1.6,0.8,65.0,13101.0,Matt Grimes,3-4-3,Leigh Doughty,Match Report,,15,5,19.4,1.0,0,0,2021,Swansea City
30,2022-02-01,19:45,Championship,Matchweek 25,Tue,Home,L,0,1,Luton Town,1.6,1.7,70.0,16598.0,Matt Grimes,3-4-3,Oliver Langford,Match Report,,16,4,18.2,1.0,0,0,2021,Swansea City
31,2022-02-05,17:30,Championship,Matchweek 30,Sat,Home,W,1,0,Blackburn,0.4,1.4,48.0,16933.0,Matt Grimes,3-1-4-2,Tim Robinson,Match Report,,4,2,29.7,0.0,0,0,2021,Swansea City
32,2022-02-08,19:45,Championship,Matchweek 31,Tue,Away,L,0,3,Stoke City,0.3,2.7,40.0,17720.0,Matt Grimes,3-5-1-1,Jeremy Simpson,Match Report,,3,1,19.5,0.0,0,0,2021,Swansea City
33,2022-02-13,13:00,Championship,Matchweek 32,Sun,Home,W,3,1,Bristol City,2.9,1.3,70.0,19162.0,Matt Grimes,3-4-3,Keith Stroud,Match Report,,16,6,16.6,1.0,0,0,2021,Swansea City
34,2022-02-19,15:00,Championship,Matchweek 33,Sat,Away,L,0,4,Sheffield Utd,0.2,1.8,61.0,26564.0,Matt Grimes,3-4-3,David Webb,Match Report,,6,2,29.7,1.0,0,0,2021,Swansea City
35,2022-02-28,20:00,Championship,Matchweek 35,Mon,Away,W,2,0,West Brom,1.2,0.9,59.0,21357.0,Matt Grimes,3-4-3,Dean Whitestone,Match Report,,15,4,17.3,0.0,0,0,2021,Swansea City
36,2022-03-05,15:00,Championship,Matchweek 36,Sat,Home,W,3,1,Coventry City,0.9,1.7,52.0,18405.0,Matt Grimes,3-4-3,Geoff Eltringham,Match Report,,8,3,17.2,0.0,0,0,2021,Swansea City
37,2022-03-08,19:45,Championship,Matchweek 26,Tue,Home,L,1,5,Fulham,0.3,1.7,38.0,17012.0,Matt Grimes,4-4-1-1,Jarred Gillett,Match Report,,5,3,20.0,0.0,0,0,2021,Swansea City
38,2022-03-12,15:00,Championship,Matchweek 37,Sat,Away,L,0,1,Blackpool,0.5,1.4,76.0,12344.0,Matt Grimes,4-2-3-1,Steve Martin,Match Report,,8,1,22.6,0.0,0,0,2021,Swansea City
39,2022-03-16,19:45,Championship,Matchweek 38,Wed,Away,W,3,2,P'borough Utd,2.6,1.1,70.0,6832.0,Matt Grimes,3-1-4-2,Oliver Langford,Match Report,,17,9,17.0,0.0,0,0,2021,Swansea City
40,2022-03-19,15:00,Championship,Matchweek 39,Sat,Home,D,0,0,Birmingham City,0.6,2.7,64.0,18620.0,Matt Grimes,3-1-4-2,Jeremy Simpson,Match Report,,9,4,19.4,0.0,0,0,2021,Swansea City
41,2022-04-02,15:00,Championship,Matchweek 40,Sat,Away,W,4,0,Cardiff City,1.7,0.6,58.0,27280.0,Matt Grimes,3-4-3,Joshua Smith,Match Report,,12,4,18.6,0.0,0,0,2021,Swansea City
42,2022-04-05,19:45,Championship,Matchweek 24,Tue,Away,W,1,0,Millwall,1.4,1.3,68.0,11670.0,Matt Grimes,3-4-3,Andrew Davies,Match Report,,14,5,18.8,0.0,0,0,2021,Swansea City
43,2022-04-09,15:00,Championship,Matchweek 41,Sat,Home,W,2,1,Derby County,0.9,1.4,54.0,18374.0,Matt Grimes,3-4-3,Tim Robinson,Match Report,,10,3,18.4,0.0,0,0,2021,Swansea City
44,2022-04-15,15:00,Championship,Matchweek 42,Fri,Home,D,1,1,Barnsley,1.5,1.6,74.0,17923.0,Matt Grimes,3-4-3,Andy Woolmer,Match Report,,17,6,19.4,0.0,0,0,2021,Swansea City
45,2022-04-18,15:00,Championship,Matchweek 43,Mon,Away,D,4,4,Reading,1.6,2.7,63.0,14145.0,Matt Grimes,3-4-3,Kevin Friend,Match Report,,10,4,18.5,0.0,1,1,2021,Swansea City
46,2022-04-23,15:00,Championship,Matchweek 44,Sat,Home,D,1,1,Middlesbrough,1.5,1.6,74.0,18246.0,Matt Grimes,3-4-3,David Webb,Match Report,,19,4,18.4,1.0,0,0,2021,Swansea City
47,2022-04-26,19:45,Championship,Matchweek 34,Tue,Home,D,3,3,Bournemouth,0.6,3.8,48.0,17780.0,Matt Grimes,4-2-3-1,Darren Bond,Match Report,,5,3,18.8,0.0,0,0,2021,Swansea City
48,2022-04-30,15:00,Championship,Matchweek 45,Sat,Away,L,1,5,Nott'ham Forest,1.1,4.1,70.0,28659.0,Matt Grimes,4-2-3-1,Graham Scott,Match Report,,12,3,22.6,0.0,0,0,2021,Swansea City
49,2022-05-07,12:30,Championship,Matchweek 46,Sat,Home,L,0,1,QPR,1.2,1.2,60.0,18608.0,Matt Grimes,4-2-3-1,Steve Martin,Match Report,,11,6,18.9,0.0,0,0,2021,Swansea City
0,2021-08-07,15:00,Championship,Matchweek 1,Sat,Away,D,1,1,Bristol City,0.5,1.2,49.0,18729.0,Chris Maxwell,4-4-2,Andrew Davies,Match Report,,7,1,17.7,0.0,0,0,2021,Blackpool
2,2021-08-14,15:00,Championship,Matchweek 2,Sat,Home,L,0,2,Cardiff City,0.7,3.1,62.0,11393.0,Chris Maxwell,4-4-2,Andy Woolmer,Match Report,,8,2,18.8,1.0,0,0,2021,Blackpool
3,2021-08-17,19:45,Championship,Matchweek 3,Tue,Home,L,0,1,Coventry City,1.5,3.0,48.0,11608.0,Chris Maxwell,4-4-2,Keith Stroud,Match Report,,12,4,15.5,1.0,0,0,2021,Blackpool
4,2021-08-21,15:00,Championship,Matchweek 4,Sat,Away,D,2,2,Bournemouth,2.0,1.4,39.0,9187.0,Chris Maxwell,4-4-2,Steve Martin,Match Report,,10,4,19.1,1.0,1,1,2021,Blackpool
6,2021-08-28,15:00,Championship,Matchweek 5,Sat,Away,L,1,2,Millwall,1.2,1.7,32.0,11049.0,Chris Maxwell,4-4-2,Gavin Ward,Match Report,,10,3,21.7,0.0,0,0,2021,Blackpool
7,2021-09-11,15:00,Championship,Matchweek 6,Sat,Home,W,1,0,Fulham,0.5,1.4,31.0,11268.0,Chris Maxwell,4-4-2,John Busby,Match Report,,8,1,22.8,1.0,0,0,2021,Blackpool
8,2021-09-14,19:45,Championship,Matchweek 7,Tue,Home,L,0,3,Huddersfield,1.0,0.8,43.0,11277.0,Chris Maxwell,4-4-2,Thomas Bramall,Match Report,,15,3,17.3,1.0,0,0,2021,Blackpool
9,2021-09-18,15:00,Championship,Matchweek 8,Sat,Away,W,2,1,Middlesbrough,1.5,1.2,51.0,21022.0,Chris Maxwell,4-4-2,David Webb,Match Report,,11,1,15.3,0.0,0,0,2021,Blackpool
10,2021-09-25,15:00,Championship,Matchweek 9,Sat,Home,W,1,0,Barnsley,1.5,1.1,41.0,12698.0,Chris Maxwell,4-4-2,Steve Martin,Match Report,,13,6,15.7,0.0,0,0,2021,Blackpool
11,2021-09-28,19:45,Championship,Matchweek 10,Tue,Away,D,1,1,Hull City,0.8,1.4,38.0,10189.0,Chris Maxwell,4-4-2,Matt Donohue,Match Report,,10,3,18.3,0.0,0,0,2021,Blackpool
12,2021-10-02,15:00,Championship,Matchweek 11,Sat,Home,W,2,1,Blackburn,1.3,1.2,48.0,13419.0,Chris Maxwell,4-4-2,Joshua Smith,Match Report,,8,3,18.6,0.0,0,0,2021,Blackpool
13,2021-10-16,15:00,Championship,Matchweek 12,Sat,Away,L,1,2,Nott'ham Forest,1.0,2.1,53.0,27946.0,Marvin Ekpiteta,4-4-2,Kevin Friend,Match Report,,6,1,14.9,0.0,0,0,2021,Blackpool
14,2021-10-20,20:00,Championship,Matchweek 13,Wed,Away,W,3,2,Reading,2.5,1.1,55.0,13756.0,Marvin Ekpiteta,4-4-2,Jeremy Simpson,Match Report,,17,9,20.3,3.0,1,1,2021,Blackpool
15,2021-10-23,15:00,Championship,Matchweek 14,Sat,Home,W,2,0,Preston,1.1,1.0,48.0,13946.0,Marvin Ekpiteta,4-4-2,Tim Robinson,Match Report,,11,2,16.1,0.0,0,0,2021,Blackpool
